clave	veces	ultimo_valor
i.11.aux.5.post	1	0
i.11.aux.5.postproc	1	1
i.11.aux.5.value	1	0
i.11.aux.6.mute	1	0
i.11.aux.6.pan	1	0.5
i.11.aux.6.post	1	0
i.11.aux.6.postproc	1	1
i.11.aux.6.value	1	0
i.11.aux.7.mute	1	0
i.11.aux.7.pan	1	0.5
i.11.aux.7.post	1	0
i.11.aux.7.postproc	1	1
i.11.aux.7.value	1	0
i.11.aux.8.mute	1	0
i.11.aux.8.pan	1	0.5
i.11.aux.8.post	1	0
i.11.aux.8.postproc	1	1
i.11.aux.8.value	1	0
i.11.aux.9.mute	1	0
i.11.aux.9.pan	1	0.5
i.11.aux.9.post	1	0
i.11.aux.9.postproc	1	1
i.11.aux.9.value	1	0
i.11.color	1	0
i.11.deesser.enabled	1	0
i.11.deesser.freq	1	0.773310034
i.11.deesser.ratio	1	0.4
i.11.deesser.threshold	1	0.46875
i.11.delay	1	0
i.11.disablegain	1	0
i.11.dyn.attack	1	0.4228477604
i.11.dyn.bypass	1	0
i.11.dyn.gain	1	0.75
i.11.dyn.outgain	1	0.5372138061
i.11.dyn.prmod	1	1
i.11.dyn.prname	1	Male Vocal
i.11.dyn.ratio	1	0.2493224932
i.11.dyn.release	1	0.3189219117
i.11.dyn.softknee	1	1
i.11.dyn.threshold	1	0.5564152387
i.11.eq.b1.freq	1	0.3571629084
i.11.eq.b1.gain	1	0.4722932841
i.11.eq.b1.q	1	0.5
i.11.eq.b2.freq	1	0.4670928547
i.11.eq.b2.gain	1	0.5359433139
i.11.eq.b2.q	1	0.4817850638
i.11.eq.b3.freq	1	0.6590682536
i.11.eq.b3.gain	1	0.3570146702
i.11.eq.b3.q	1	0.5
i.11.eq.b4.freq	1	0.7977355724
i.11.eq.b4.gain	1	0.6103862171
i.11.eq.b4.q	1	0.3943533698
i.11.eq.b5.freq	1	0.9542171999
i.11.eq.b5.gain	1	0.5
i.11.eq.b5.q	1	0.5252185347
i.11.eq.bypass	1	0
i.11.eq.easy	1	0
i.11.eq.hpf.freq	1	0.2946648008
i.11.eq.hpf.slope	1	0
i.11.eq.lpf.freq	1	0.8716652141
i.11.eq.lpf.slope	1	0
i.11.eq.prmod	1	1
i.11.eq.prname	1	Voz camila
i.11.exclude	1	0
i.11.forceunmute	1	0
i.11.fx.0.mute	1	0
i.11.fx.0.post	1	1
i.11.fx.0.value	1	0.5498102525
i.11.fx.1.mute	1	0
i.11.fx.1.post	1	1
i.11.fx.1.value	1	0
i.11.fx.2.mute	1	0
i.11.fx.2.post	1	1
i.11.fx.2.value	1	0.3478097645
i.11.fx.3.mute	1	0
i.11.fx.3.post	1	1
i.11.fx.3.value	1	0.4005945906
i.11.gain	1	0
i.11.gate.attack	1	0
i.11.gate.bypass	1	0
i.11.gate.depth	1	0
i.11.gate.enabled	1	1
i.11.gate.hold	1	0.3042441765
i.11.gate.prmod	1	0
i.11.gate.prname	1	Voz camila
i.11.gate.release	1	0.3150737134
i.11.gate.thresh	1	0
i.11.instrument	1	
i.11.invert	1	0
i.11.iosyscmd	1	
i.11.iosysname	1	
i.11.mgmask	1	0
i.11.mix	1	0.59047162
i.11.mtkrec	1	1
i.11.mute	1	0
i.11.name	1	VOZ CAMILA
i.11.pan	1	0.5
i.11.phantom	1	0
i.11.safe	1	0
i.11.scsrc	1	ub.11
i.11.solo	1	0
i.11.src	1	hw.11
i.11.stereoIndex	1	-1
i.11.subgroup	1	-1
i.11.vca	1	-1
i.12.amix	1	0.5
i.12.amixgroup	1	-1
i.12.aux.0.mute	1	0
i.12.aux.0.pan	1	0.5
i.12.aux.0.post	1	0
i.12.aux.0.postproc	1	1
i.12.aux.0.value	1	0.4426212251
i.12.aux.1.mute	1	0
i.12.aux.1.pan	1	0.5
i.12.aux.1.post	1	0
i.12.aux.1.postproc	1	1
i.12.aux.1.value	1	0.5767714961
i.12.aux.2.mute	1	0
i.12.aux.2.pan	1	0.5
i.12.aux.2.post	1	0
i.12.aux.2.postproc	1	1
i.12.aux.2.value	1	0
i.12.aux.3.mute	1	0
i.12.aux.3.pan	1	0.5
i.12.aux.3.post	1	0
i.12.aux.3.postproc	1	1
i.12.aux.3.value	1	0
i.12.aux.4.mute	1	0
i.12.aux.4.pan	1	0.5
i.12.aux.4.post	1	0
i.12.aux.4.postproc	1	1
i.12.aux.4.value	1	0
i.12.aux.5.mute	1	0
i.12.aux.5.pan	1	0.5
i.12.aux.5.post	1	0
i.12.aux.5.postproc	1	1
i.12.aux.5.value	1	0
i.12.aux.6.mute	1	0
i.12.aux.6.pan	1	0.5
i.12.aux.6.post	1	0
i.12.aux.6.postproc	1	1
i.12.aux.6.value	1	0
i.12.aux.7.mute	1	0
i.12.aux.7.pan	1	0.5
i.12.aux.7.post	1	0
i.12.aux.7.postproc	1	1
i.12.aux.7.value	1	0
i.12.aux.8.mute	1	0
i.12.aux.8.pan	1	0.5
i.12.aux.8.post	1	0
i.12.aux.8.postproc	1	1
i.12.aux.8.value	1	0
i.12.aux.9.mute	1	0
i.12.aux.9.pan	1	0.5
i.12.aux.9.post	1	0
i.12.aux.9.postproc	1	1
i.12.aux.9.value	1	0
i.12.color	1	0
i.12.deesser.enabled	1	0
i.12.deesser.freq	1	0.773310034
i.12.deesser.ratio	1	0.4
i.12.deesser.threshold	1	0.46875
i.12.delay	1	0
i.12.disablegain	1	0
i.12.dyn.attack	1	0.1571815718
i.12.dyn.bypass	1	0
i.12.dyn.gain	1	0.75
i.12.dyn.outgain	1	0.4579612466
i.12.dyn.prmod	1	0
i.12.dyn.prname	1	
i.12.dyn.ratio	1	0.243902439
i.12.dyn.release	1	0.3094194614
i.12.dyn.softknee	1	1
i.12.dyn.threshold	1	0.6057680667
i.12.eq.b1.freq	1	0.3275913665
i.12.eq.b1.gain	1	0.4774003463
i.12.eq.b1.q	1	0.5
i.12.eq.b2.freq	1	0.460800816
i.12.eq.b2.gain	1	0.4251636958
i.12.eq.b2.q	1	0.5
i.12.eq.b3.freq	1	0.7360239912
i.12.eq.b3.gain	1	0.5647313666
i.12.eq.b3.q	1	0.4471766849
i.12.eq.b4.freq	1	0.7968308822
i.12.eq.b4.gain	1	0.5458053664
i.12.eq.b4.q	1	0.3907103825
i.12.eq.b5.freq	1	0.9542171999
i.12.eq.b5.gain	1	0.5
i.12.eq.b5.q	1	0.5252185347
i.12.eq.bypass	1	0
i.12.eq.easy	1	0
i.12.eq.hpf.freq	1	0.2454074089
i.12.eq.hpf.slope	1	2
i.12.eq.lpf.freq	1	0.8499966536
i.12.eq.lpf.slope	1	0
i.12.eq.prmod	1	1
i.12.eq.prname	1	Voz gab
i.12.exclude	1	0
i.12.forceunmute	1	0
i.12.fx.0.mute	1	0
i.12.fx.0.post	1	1
i.12.fx.0.value	1	0.5389227775
i.12.fx.1.mute	1	0
i.12.fx.1.post	1	1
i.12.fx.1.value	1	0
i.12.fx.2.mute	1	0
i.12.fx.2.post	1	1
i.12.fx.2.value	1	0.3479066828
i.12.fx.3.mute	1	0
i.12.fx.3.post	1	1
i.12.fx.3.value	1	0.3521002274
i.12.gain	1	0
i.12.gate.attack	1	0
i.12.gate.bypass	1	0
i.12.gate.depth	1	0
i.12.gate.enabled	1	1
i.12.gate.hold	1	0.3042441765
i.12.gate.prmod	1	0
i.12.gate.prname	1	Voz gab
i.12.gate.release	1	0.3150737134
i.12.gate.thresh	1	0
i.12.instrument	1	
i.12.invert	1	0
i.12.iosyscmd	1	
i.12.iosysname	1	
i.12.mgmask	1	0
i.12.mix	1	0.5416385596
i.12.mtkrec	1	1
i.12.mute	1	0
i.12.name	1	VOZ BRUNO
i.12.pan	1	0.5
i.12.phantom	1	0
i.12.safe	1	0
i.12.scsrc	1	ua.12
i.12.solo	1	0
i.12.src	1	hw.12
i.12.stereoIndex	1	-1
i.12.subgroup	1	-1
i.12.vca	1	-1
i.13.amix	1	0.5
i.13.amixgroup	1	-1
i.13.aux.0.mute	1	0
i.13.aux.0.pan	1	0.5
i.13.aux.0.post	1	0
i.13.aux.0.postproc	1	1
i.13.aux.0.value	1	0
i.13.aux.1.mute	1	0
i.13.aux.1.pan	1	0.5
i.13.aux.1.post	1	0
i.13.aux.1.postproc	1	1
i.13.aux.1.value	1	0
i.13.aux.2.mute	1	0
i.13.aux.2.pan	1	0.5
i.13.aux.2.post	1	0
i.13.aux.2.postproc	1	1
i.13.aux.2.value	1	0
i.13.aux.3.mute	1	0
i.13.aux.3.pan	1	0.5
i.13.aux.3.post	1	0
i.13.aux.3.postproc	1	1
i.13.aux.3.value	1	0
i.13.aux.4.mute	1	0
i.13.aux.4.pan	1	0.5
i.13.aux.4.post	1	0
i.13.aux.4.postproc	1	1
i.13.aux.4.value	1	0
i.13.aux.5.mute	1	0
i.13.aux.5.pan	1	0.5
i.13.aux.5.post	1	0
i.13.aux.5.postproc	1	1
i.13.aux.5.value	1	0
i.13.aux.6.mute	1	0
i.13.aux.6.pan	1	0.5
i.13.aux.6.post	1	0
i.13.aux.6.postproc	1	1
i.13.aux.6.value	1	0
i.13.aux.7.mute	1	0
i.13.aux.7.pan	1	0.5
i.13.aux.7.post	1	0
i.13.aux.7.postproc	1	1
i.13.aux.7.value	1	0
i.13.aux.8.mute	1	0
i.13.aux.8.pan	1	0.5
i.13.aux.8.post	1	0
i.13.aux.8.postproc	1	1
i.13.aux.8.value	1	0
i.13.aux.9.mute	1	0
i.13.aux.9.pan	1	0.5
i.13.aux.9.post	1	0
i.13.aux.9.postproc	1	1
i.13.aux.9.value	1	0
i.13.color	1	0
i.13.deesser.enabled	1	0
i.13.deesser.freq	1	0.773310034
i.13.deesser.ratio	1	0.4
i.13.deesser.threshold	1	0.46875
i.13.delay	1	0
i.13.disablegain	1	0
i.13.dyn.attack	1	0.34375
i.13.dyn.bypass	1	0
i.13.dyn.gain	1	0.75
i.13.dyn.outgain	1	0.3333333333
i.13.dyn.prmod	1	0
i.13.dyn.prname	1	
i.13.dyn.ratio	1	1
i.13.dyn.release	1	0.4887695312
i.13.dyn.softknee	1	0
i.13.dyn.threshold	1	0.875
i.13.eq.b1.freq	1	0.3286901902
i.13.eq.b1.gain	1	0.5
i.13.eq.b1.q	1	0.5252185347
i.13.eq.b2.freq	1	0.5584347738
i.13.eq.b2.gain	1	0.5
i.13.eq.b2.q	1	0.5252185347
i.13.eq.b3.freq	1	0.7563259869
i.13.eq.b3.gain	1	0.5
i.13.eq.b3.q	1	0.5252185347
i.13.eq.b4.freq	1	0.887124964
i.13.eq.b4.gain	1	0.5
i.13.eq.b4.q	1	0.5252185347
i.13.eq.b5.freq	1	0.9542171999
i.13.eq.b5.gain	1	0.5
i.13.eq.b5.q	1	0.5252185347
i.13.eq.bypass	1	0
i.13.eq.easy	1	0
i.13.eq.hpf.freq	1	0
i.13.eq.hpf.slope	1	0
i.13.eq.lpf.freq	1	1
i.13.eq.lpf.slope	1	0
i.13.eq.prmod	1	0
i.13.eq.prname	1	
i.13.exclude	1	0
i.13.forceunmute	1	0
i.13.fx.0.mute	1	0
i.13.fx.0.post	1	1
i.13.fx.0.value	1	0
i.13.fx.1.mute	1	0
i.13.fx.1.post	1	1
i.13.fx.1.value	1	0
i.13.fx.2.mute	1	0
i.13.fx.2.post	1	1
i.13.fx.2.value	1	0
i.13.fx.3.mute	1	0
i.13.fx.3.post	1	1
i.13.fx.3.value	1	0
i.13.gain	1	0
i.13.gate.attack	1	0
i.13.gate.bypass	1	0
i.13.gate.depth	1	0
i.13.gate.enabled	1	1
i.13.gate.hold	1	0.3042441765
i.13.gate.prmod	1	0
i.13.gate.prname	1	
i.13.gate.release	1	0.3150737134
i.13.gate.thresh	1	0
i.13.instrument	1	
i.13.invert	1	0
i.13.iosyscmd	1	
i.13.iosysname	1	
i.13.mgmask	1	0
i.13.mix	1	0
i.13.mtkrec	1	1
i.13.mute	1	1
i.13.name	1	
i.13.pan	1	0.5
i.13.phantom	1	0
i.13.safe	1	0
i.13.scsrc	1	ua.13
i.13.solo	1	0
i.13.src	1	hw.13
i.13.stereoIndex	1	-1
i.13.subgroup	1	-1
i.13.vca	1	-1
i.14.amix	1	0.5
i.14.amixgroup	1	-1
i.14.aux.0.mute	1	0
i.14.aux.0.pan	1	0.5
i.14.aux.0.post	1	0
i.14.aux.0.postproc	1	1
i.14.aux.0.value	1	0
i.14.aux.1.mute	1	0
i.14.aux.1.pan	1	0.5
i.14.aux.1.post	1	0
i.14.aux.1.postproc	1	1
i.14.aux.1.value	1	0
i.14.aux.2.mute	1	0
i.14.aux.2.pan	1	0.5
i.14.aux.2.post	1	0
i.14.aux.2.postproc	1	1
i.14.aux.2.value	1	0
i.14.aux.3.mute	1	0
i.14.aux.3.pan	1	0.5
i.14.aux.3.post	1	0
i.14.aux.3.postproc	1	1
i.14.aux.3.value	1	0
i.14.aux.4.mute	1	0
i.14.aux.4.pan	1	0.5
i.14.aux.4.post	1	0
i.14.aux.4.postproc	1	1
i.14.aux.4.value	1	0
i.14.aux.5.mute	1	0
i.14.aux.5.pan	1	0.5
i.14.aux.5.post	1	0
i.14.aux.5.postproc	1	1
i.14.aux.5.value	1	0
i.14.aux.6.mute	1	0
i.14.aux.6.pan	1	0.5
i.14.aux.6.post	1	0
i.14.aux.6.postproc	1	1
i.14.aux.6.value	1	0
i.14.aux.7.mute	1	0
i.14.aux.7.pan	1	0.5
i.14.aux.7.post	1	0
i.14.aux.7.postproc	1	1
i.14.aux.7.value	1	0
i.14.aux.8.mute	1	0
i.14.aux.8.pan	1	0.5
i.14.aux.8.post	1	0
i.14.aux.8.postproc	1	1
i.14.aux.8.value	1	0
i.14.aux.9.mute	1	0
i.14.aux.9.pan	1	0.5
i.14.aux.9.post	1	0
i.14.aux.9.postproc	1	1
i.14.aux.9.value	1	0
i.14.color	1	0
i.14.deesser.enabled	1	0
i.14.deesser.freq	1	0.773310034
i.14.deesser.ratio	1	0.4
i.14.deesser.threshold	1	0.46875
i.14.delay	1	0
i.14.disablegain	1	0
i.14.dyn.attack	1	0.1571815718
i.14.dyn.bypass	1	0
i.14.dyn.gain	1	0.75
i.14.dyn.outgain	1	0.4579612466
i.14.dyn.prmod	1	1
i.14.dyn.prname	1	Male Vocal
i.14.dyn.ratio	1	0.243902439
i.14.dyn.release	1	0.3094194614
i.14.dyn.softknee	1	1
i.14.dyn.threshold	1	0.6276292843
i.14.eq.b1.freq	1	0.3629788609
i.14.eq.b1.gain	1	0.4455893628
i.14.eq.b1.q	1	0.5252185347
i.14.eq.b2.freq	1	0.4684518467
i.14.eq.b2.gain	1	0.3973538469
i.14.eq.b2.q	1	0.5252185347
i.14.eq.b3.freq	1	0.651641836
i.14.eq.b3.gain	1	0.5012174971
i.14.eq.b3.q	1	0.5252185347
i.14.eq.b4.freq	1	0.7702895556
i.14.eq.b4.gain	1	0.5186812327
i.14.eq.b4.q	1	0.5252185347
i.14.eq.b5.freq	1	0.9542171999
i.14.eq.b5.gain	1	0.5
i.14.eq.b5.q	1	0.5252185347
i.14.eq.bypass	1	0
i.14.eq.easy	1	0
i.14.eq.hpf.freq	1	0.367754034
i.14.eq.hpf.slope	1	0
i.14.eq.lpf.freq	1	0.8784135735
i.14.eq.lpf.slope	1	0
i.14.eq.prmod	1	1
i.14.eq.prname	1	
i.14.exclude	1	0
i.14.forceunmute	1	0
i.14.fx.0.mute	1	0
i.14.fx.0.post	1	1
i.14.fx.0.value	1	0.2783058908
i.14.fx.1.mute	1	0
i.14.fx.1.post	1	1
i.14.fx.1.value	1	0
i.14.fx.2.mute	1	0
i.14.fx.2.post	1	1
i.14.fx.2.value	1	0.120176935
i.14.fx.3.mute	1	0
i.14.fx.3.post	1	1
i.14.fx.3.value	1	0
i.14.gain	1	0
i.14.gate.attack	1	0
i.14.gate.bypass	1	0
i.14.gate.depth	1	0
i.14.gate.enabled	1	1
i.14.gate.hold	1	0.3042441765
i.14.gate.prmod	1	0
i.14.gate.prname	1	
i.14.gate.release	1	0.3150737134
i.14.gate.thresh	1	0.410929432
i.14.instrument	1	
i.14.invert	1	0
i.14.iosyscmd	1	
i.14.iosysname	1	
i.14.mgmask	1	0
i.14.mix	1	0
i.14.mtkrec	1	0
i.14.mute	1	1
i.14.name	1	MARACA
i.14.pan	1	0.5
i.14.phantom	1	0
i.14.safe	1	0
i.14.scsrc	1	ua.14
i.14.solo	1	0
i.14.src	1	hw.14
i.14.stereoIndex	1	-1
i.14.subgroup	1	-1
i.14.vca	1	-1
i.15.amix	1	0.5
i.15.amixgroup	1	-1
i.15.aux.0.mute	1	0
i.15.aux.0.pan	1	0.5
i.15.aux.0.post	1	0
i.15.aux.0.postproc	1	1
i.15.aux.0.value	1	0
i.15.aux.1.mute	1	0
i.15.aux.1.pan	1	0.5
i.15.aux.1.post	1	0
i.15.aux.1.postproc	1	1
i.15.aux.1.value	1	0
i.15.aux.2.mute	1	0
i.15.aux.2.pan	1	0.5
i.15.aux.2.post	1	0
i.15.aux.2.postproc	1	1
i.15.aux.2.value	1	0.2968868138
i.15.aux.3.mute	1	0
i.15.aux.3.pan	1	0.5
i.15.aux.3.post	1	0
i.15.aux.3.postproc	1	1
i.15.aux.3.value	1	0
i.15.aux.4.mute	1	0
i.15.aux.4.pan	1	0.5
i.15.aux.4.post	1	0
i.15.aux.4.postproc	1	1
i.15.aux.4.value	1	0
i.15.aux.5.mute	1	0
i.15.aux.5.pan	1	0.5
i.15.aux.5.post	1	0
i.15.aux.5.postproc	1	1
i.15.aux.5.value	1	0
i.15.aux.6.mute	1	0
i.15.aux.6.pan	1	0.5
i.15.aux.6.post	1	0
i.15.aux.6.postproc	1	1
i.15.aux.6.value	1	0
i.15.aux.7.mute	1	0
i.15.aux.7.pan	1	0.5
i.15.aux.7.post	1	0
i.15.aux.7.postproc	1	1
i.15.aux.7.value	1	0
i.15.aux.8.mute	1	0
i.15.aux.8.pan	1	0.5
i.15.aux.8.post	1	0
i.15.aux.8.postproc	1	1
i.15.aux.8.value	1	0
i.15.aux.9.mute	1	0
i.15.aux.9.pan	1	0.5
i.15.aux.9.post	1	0
i.15.aux.9.postproc	1	1
i.15.aux.9.value	1	0
i.15.color	1	0
i.15.deesser.enabled	1	0
i.15.deesser.freq	1	0.773310034
i.15.deesser.ratio	1	0.4
i.15.deesser.threshold	1	0.46875
i.15.delay	1	0
i.15.disablegain	1	0
i.15.dyn.attack	1	0.1548880145
i.15.dyn.bypass	1	0
i.15.dyn.gain	1	0.75
i.15.dyn.outgain	1	0.406135319
i.15.dyn.prmod	1	1
i.15.dyn.prname	1	Kick Drum
i.15.dyn.ratio	1	0.4810963934
i.15.dyn.release	1	0.2219374243
i.15.dyn.softknee	1	1
i.15.dyn.threshold	1	0.5830236866
i.15.eq.b1.freq	1	0.2333301552
i.15.eq.b1.gain	1	0.7015154541
i.15.eq.b1.q	1	0.3348147938
i.15.eq.b2.freq	1	0.223343945
i.15.eq.b2.gain	1	0.6621725962
i.15.eq.b2.q	1	0.5252185347
i.15.eq.b3.freq	1	0.7563259869
i.15.eq.b3.gain	1	0.5
i.15.eq.b3.q	1	0.5252185347
i.15.eq.b4.freq	1	0.4416260495
i.15.eq.b4.gain	1	0.4402482734
i.15.eq.b4.q	1	0.5252185347
i.15.eq.b5.freq	1	0.9542171999
i.15.eq.b5.gain	1	0.5
i.15.eq.b5.q	1	0.5252185347
i.15.eq.bypass	1	0
i.15.eq.easy	1	0
i.15.eq.hpf.freq	1	0.08629942189
i.15.eq.hpf.slope	1	0
i.15.eq.lpf.freq	1	0.5588
i.15.eq.lpf.slope	1	0
i.15.eq.prmod	1	1
i.15.eq.prname	1	
i.15.exclude	1	0
i.15.forceunmute	1	0
i.15.fx.0.mute	1	0
i.15.fx.0.post	1	1
i.15.fx.0.value	1	0
i.15.fx.1.mute	1	0
i.15.fx.1.post	1	1
i.15.fx.1.value	1	0
i.15.fx.2.mute	1	0
i.15.fx.2.post	1	1
i.15.fx.2.value	1	0
i.15.fx.3.mute	1	0
i.15.fx.3.post	1	1
i.15.fx.3.value	1	0
i.15.gain	1	0
i.15.gate.attack	1	0
i.15.gate.bypass	1	0
i.15.gate.depth	1	0
i.15.gate.enabled	1	1
i.15.gate.hold	1	0.3042441765
i.15.gate.prmod	1	0
i.15.gate.prname	1	
i.15.gate.release	1	0.3150737134
i.15.gate.thresh	1	0
i.15.instrument	1	
i.15.invert	1	0
i.15.iosyscmd	1	
i.15.iosysname	1	
i.15.mgmask	1	0
i.15.mix	1	0
i.15.mtkrec	1	0
i.15.mute	1	1
i.15.name	1	DJEMBES
i.15.pan	1	0.447275883
i.15.phantom	1	0
i.15.safe	1	0
i.15.scsrc	1	ua.15
i.15.solo	1	0
i.15.src	1	hw.15
i.15.stereoIndex	1	-1
i.15.subgroup	1	-1
i.15.vca	1	-1
i.16.amix	1	0.5
i.16.amixgroup	1	-1
i.16.aux.0.mute	1	0
i.16.aux.0.pan	1	0.5
i.16.aux.0.post	1	0
i.16.aux.0.postproc	1	1
i.16.aux.0.value	1	0
i.16.aux.1.mute	1	0
i.16.aux.1.pan	1	0.5
i.16.aux.1.post	1	0
i.16.aux.1.postproc	1	1
i.16.aux.1.value	1	0
i.16.aux.2.mute	1	0
i.16.aux.2.pan	1	0.5
i.16.aux.2.post	1	0
i.16.aux.2.postproc	1	1
i.16.aux.2.value	1	0
i.16.aux.3.mute	1	0
i.16.aux.3.pan	1	0.5
i.16.aux.3.post	1	0
i.16.aux.3.postproc	1	1
i.16.aux.3.value	1	0
i.16.aux.4.mute	1	0
i.16.aux.4.pan	1	0.5
i.16.aux.4.post	1	0
i.16.aux.4.postproc	1	1
i.16.aux.4.value	1	0
i.16.aux.5.mute	1	0
i.16.aux.5.pan	1	0.5
i.16.aux.5.post	1	0
i.16.aux.5.postproc	1	1
i.16.aux.5.value	1	0
i.16.aux.6.mute	1	0
i.16.aux.6.pan	1	0.5
i.16.aux.6.post	1	0
i.16.aux.6.postproc	1	1
i.16.aux.6.value	1	0
i.16.aux.7.mute	1	0
i.16.aux.7.pan	1	0.5
i.16.aux.7.post	1	0
i.16.aux.7.postproc	1	1
i.16.aux.7.value	1	0
i.16.aux.8.mute	1	0
i.16.aux.8.pan	1	0.5
i.16.aux.8.post	1	0
i.16.aux.8.postproc	1	1
i.16.aux.8.value	1	0
i.16.aux.9.mute	1	0
i.16.aux.9.pan	1	0.5
i.16.aux.9.post	1	0
i.16.aux.9.postproc	1	1
i.16.aux.9.value	1	0
i.16.color	1	0
i.16.deesser.enabled	1	0
i.16.deesser.freq	1	0.773310034
i.16.deesser.ratio	1	0.4
i.16.deesser.threshold	1	0.46875
i.16.delay	1	0
i.16.disablegain	1	0
i.16.dyn.attack	1	0.34375
i.16.dyn.bypass	1	0
i.16.dyn.gain	1	0.75
i.16.dyn.outgain	1	0.3333333333
i.16.dyn.prmod	1	0
i.16.dyn.prname	1	
i.16.dyn.ratio	1	1
i.16.dyn.release	1	0.4887695312
i.16.dyn.softknee	1	0
i.16.dyn.threshold	1	0.875
i.16.eq.b1.freq	1	0.3286901902
i.16.eq.b1.gain	1	0.5
i.16.eq.b1.q	1	0.5252185347
i.16.eq.b2.freq	1	0.5584347738
i.16.eq.b2.gain	1	0.5
i.16.eq.b2.q	1	0.5252185347
i.16.eq.b3.freq	1	0.7563259869
i.16.eq.b3.gain	1	0.5
i.16.eq.b3.q	1	0.5252185347
i.16.eq.b4.freq	1	0.887124964
i.16.eq.b4.gain	1	0.5
i.16.eq.b4.q	1	0.5252185347
i.16.eq.b5.freq	1	0.9542171999
i.16.eq.b5.gain	1	0.5
i.16.eq.b5.q	1	0.5252185347
i.16.eq.bypass	1	0
i.16.eq.easy	1	0
i.16.eq.hpf.freq	1	0
i.16.eq.hpf.slope	1	0
i.16.eq.lpf.freq	1	1
i.16.eq.lpf.slope	1	0
i.16.eq.prmod	1	0
i.16.eq.prname	1	
i.16.exclude	1	0
i.16.forceunmute	1	0
i.16.fx.0.mute	1	0
i.16.fx.0.post	1	1
i.16.fx.0.value	1	0
i.16.fx.1.mute	1	0
i.16.fx.1.post	1	1
i.16.fx.1.value	1	0
i.16.fx.2.mute	1	0
i.16.fx.2.post	1	1
i.16.fx.2.value	1	0
i.16.fx.3.mute	1	0
i.16.fx.3.post	1	1
i.16.fx.3.value	1	0
i.16.gain	1	0
i.16.gate.attack	1	0
i.16.gate.bypass	1	0
i.16.gate.depth	1	0
i.16.gate.enabled	1	1
i.16.gate.hold	1	0.3042441765
i.16.gate.prmod	1	0
i.16.gate.prname	1	
i.16.gate.release	1	0.3150737134
i.16.gate.thresh	1	0
i.16.instrument	1	
i.16.invert	1	0
i.16.iosyscmd	1	
i.16.iosysname	1	
i.16.mgmask	1	0
i.16.mix	1	0
i.16.mtkrec	1	0
i.16.mute	1	1
i.16.name	1	
i.16.pan	1	0.5
i.16.phantom	1	0
i.16.safe	1	0
i.16.scsrc	1	ua.16
i.16.solo	1	0
i.16.src	1	hw.16
i.16.stereoIndex	1	-1
i.16.subgroup	1	-1
i.16.vca	1	-1
i.17.amix	1	0.5
i.17.amixgroup	1	-1
i.17.aux.0.mute	1	0
i.17.aux.0.pan	1	0.5
i.17.aux.0.post	1	0
i.17.aux.0.postproc	1	1
i.17.aux.0.value	1	0
i.17.aux.1.mute	1	0
i.17.aux.1.pan	1	0.5
i.17.aux.1.post	1	0
i.17.aux.1.postproc	1	1
i.17.aux.1.value	1	0
i.17.aux.2.mute	1	0
i.17.aux.2.pan	1	0.5
i.17.aux.2.post	1	0
i.17.aux.2.postproc	1	1
i.17.aux.2.value	1	0
i.17.aux.3.mute	1	0
i.17.aux.3.pan	1	0.5
i.17.aux.3.post	1	0
i.17.aux.3.postproc	1	1
i.17.aux.3.value	1	0
i.17.aux.4.mute	1	0
i.17.aux.4.pan	1	0.5
i.17.aux.4.post	1	0
i.17.aux.4.postproc	1	1
i.17.aux.4.value	1	0
i.17.aux.5.mute	1	0
i.17.aux.5.pan	1	0.5
i.17.aux.5.post	1	0
i.17.aux.5.postproc	1	1
i.17.aux.5.value	1	0
i.17.aux.6.mute	1	0
i.17.aux.6.pan	1	0.5
i.17.aux.6.post	1	0
i.17.aux.6.postproc	1	1
i.17.aux.6.value	1	0
i.17.aux.7.mute	1	0
i.17.aux.7.pan	1	0.5
i.17.aux.7.post	1	0
i.17.aux.7.postproc	1	1
i.17.aux.7.value	1	0
i.17.aux.8.mute	1	0
i.17.aux.8.pan	1	0.5
i.17.aux.8.post	1	0
i.17.aux.8.postproc	1	1
i.17.aux.8.value	1	0
i.17.aux.9.mute	1	0
i.17.aux.9.pan	1	0.5
i.17.aux.9.post	1	0
i.17.aux.9.postproc	1	1
i.17.aux.9.value	1	0
i.17.color	1	0
i.17.deesser.enabled	1	0
i.17.deesser.freq	1	0.773310034
i.17.deesser.ratio	1	0.4
i.17.deesser.threshold	1	0.46875
i.17.delay	1	0
i.17.disablegain	1	0
i.17.dyn.attack	1	0.34375
i.17.dyn.bypass	1	0
i.17.dyn.gain	1	0.75
i.17.dyn.outgain	1	0.3333333333
i.17.dyn.prmod	1	0
i.17.dyn.prname	1	
i.17.dyn.ratio	1	1
i.17.dyn.release	1	0.4887695312
i.17.dyn.softknee	1	0
i.17.dyn.threshold	1	0.875
i.17.eq.b1.freq	1	0.3286901902
i.17.eq.b1.gain	1	0.5
i.17.eq.b1.q	1	0.5252185347
i.17.eq.b2.freq	1	0.5584347738
i.17.eq.b2.gain	1	0.5
i.17.eq.b2.q	1	0.5252185347
i.17.eq.b3.freq	1	0.7563259869
i.17.eq.b3.gain	1	0.5
i.17.eq.b3.q	1	0.5252185347
i.17.eq.b4.freq	1	0.887124964
i.17.eq.b4.gain	1	0.5
i.17.eq.b4.q	1	0.5252185347
i.17.eq.b5.freq	1	0.9542171999
